 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,134217.0,10.0,5.0,842.0,1199.0,597.0,0.0,84.2,186.1682632,1061.0,0.0,239.8,462.9375768,15206.71748,111.7593151,9586.928571,14957.24932,36351.0,3.0,134217.0,14913.0,20651.36997,51870.0,3.0,90659.0,22664.75,17577.57011,36791.0,317.0,0.0,0.0,0.0,0.0,332.0,168.0,74.50621009,37.25310505,0.0,1061.0,127.5625,290.658326,84482.2625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,136.0666667,84.2,239.8,332.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,842.0,5.0,1199.0,65535.0,350.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
9594,64.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,125000.0,31250.0,64.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,15625.0,15625.0,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
53,70665.0,2.0,2.0,96.0,612.0,48.0,48.0,48.0,0.0,306.0,306.0,306.0,0.0,10019.10422,56.60510861,23555.0,40792.3946,70658.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,48.0,28.30255431,28.30255431,48.0,306.0,151.2,141.3124198,19969.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,189.0,48.0,306.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,2.0,612.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,99035152.0,5.0,7.0,404.0,11595.0,392.0,0.0,80.8,173.9919538,5803.0,0.0,1656.428571,2430.211229,121.1590002,0.121169098,9003195.636,29900000.0,99000000.0,2.0,99000000.0,24800000.0,49500000.0,99000000.0,709.0,99000000.0,16500000.0,40400000.0,99000000.0,3.0,0.0,0.0,0.0,0.0,144.0,232.0,0.050487124,0.070681974,0.0,5803.0,923.4615385,1908.521793,3642455.436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.416667,80.8,1656.428571,144.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,404.0,7.0,11595.0,0.0,235.0,2.0,20.0,13016.0,0.0,13016.0,13016.0,99000000.0,0.0,99000000.0,99000000.0,DoS Hulk
33276,3.0,2.0,0.0,31.0,0.0,31.0,0.0,15.5,21.92031022,0.0,0.0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,666666.6667,0.0,0.0,31.0,20.66666667,17.89785834,320.3333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,15.5,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,0.0,972.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,82365925.0,9.0,4.0,62.0,11607.0,20.0,0.0,6.888888889,5.30199124,11595.0,0.0,2901.75,5795.50069,141.6726638,0.157832259,6863827.083,21400000.0,74700000.0,1.0,80600000.0,10100000.0,26200000.0,74700000.0,1.0,1757596.0,585865.3333,1014095.609,1756842.0,5.0,0.0,0.0,0.0,0.0,192.0,92.0,0.109268487,0.048563772,0.0,11595.0,833.9285714,3097.25274,9592974.533,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,898.0769231,6.888888889,2901.75,192.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,62.0,4.0,11607.0,256.0,229.0,7.0,20.0,2994.0,0.0,2994.0,2994.0,40300000.0,48600000.0,74700000.0,5929887.0,DDoS
53,206725.0,1.0,1.0,48.0,142.0,48.0,48.0,48.0,0.0,142.0,142.0,142.0,0.0,919.0954166,9.674688596,206725.0,0.0,206725.0,206725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,4.837344298,4.837344298,48.0,142.0,79.33333333,54.2709253,2945.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.0,48.0,142.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,142.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,100171825.0,6.0,7.0,314.0,11595.0,314.0,0.0,52.33333333,128.1899632,7240.0,0.0,1656.428571,2565.850857,118.8857246,0.129777011,8347652.083,28900000.0,100000000.0,2.0,100000000.0,20000000.0,44700000.0,100000000.0,2.0,147615.0,24602.5,54799.38353,136106.0,47.0,0.0,0.0,0.0,0.0,200.0,232.0,0.059897082,0.069879929,0.0,7240.0,850.6428571,1935.023816,3744317.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,916.0769231,52.33333333,1656.428571,200.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,314.0,7.0,11595.0,251.0,235.0,1.0,32.0,6.0,0.0,6.0,6.0,100000000.0,0.0,100000000.0,100000000.0,DoS Hulk
80,5930401.0,3.0,1.0,12.0,0.0,6.0,0.0,4.0,3.464101615,0.0,0.0,0.0,0.0,2.023471937,0.674490646,1976800.333,3403175.622,5906425.0,80.0,5930401.0,2965200.5,4159519.578,5906425.0,23976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,0.505867984,0.168622661,0.0,6.0,2.4,3.286335345,10.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,0.0,8192.0,29200.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
48206,3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.6667,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53184,1000.0,5.0,1.0,419.0,6.0,300.0,6.0,83.8,123.6575918,6.0,6.0,6.0,0.0,425000.0,6000.0,200.0,393.7346822,901.0,1.0,1000.0,250.0,494.668239,992.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,20.0,5000.0,1000.0,6.0,300.0,103.5714286,136.1517011,18537.28571,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120.8333333,83.8,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,419.0,1.0,6.0,343.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,5860292.0,9.0,6.0,624.0,4026.0,342.0,0.0,69.33333333,126.9596393,1448.0,0.0,671.0,722.5803762,793.47582,2.559599419,418592.2857,1522729.281,5708909.0,8.0,5860292.0,732536.5,2010892.103,5708909.0,14.0,87323.0,17464.6,25217.60743,58987.0,47.0,0.0,0.0,0.0,0.0,296.0,200.0,1.535759652,1.023839768,0.0,1448.0,290.625,524.9041659,275524.3833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,310.0,69.33333333,671.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,624.0,6.0,4026.0,29200.0,4951.0,3.0,32.0,151369.0,0.0,151369.0,151369.0,5708909.0,0.0,5708909.0,5708909.0,BENIGN
53,31580.0,2.0,2.0,68.0,158.0,34.0,34.0,34.0,0.0,79.0,79.0,79.0,0.0,7156.428119,126.6624446,10526.66667,18191.16682,31532.0,1.0,47.0,47.0,0.0,47.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0,64.0,63.33122229,63.33122229,34.0,79.0,52.0,24.64751509,607.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,34.0,79.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,2.0,158.0,-1.0,-1.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,30636.0,1.0,1.0,50.0,82.0,50.0,50.0,50.0,0.0,82.0,82.0,82.0,0.0,4308.656483,65.28267398,30636.0,0.0,30636.0,30636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,32.64133699,32.64133699,50.0,82.0,60.66666667,18.47520861,341.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,50.0,82.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,82.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,61350.0,4.0,2.0,120.0,616.0,30.0,30.0,30.0,0.0,308.0,308.0,308.0,0.0,11996.74002,97.799511,12270.0,16799.2783,31076.0,3.0,30271.0,10090.33333,17470.90783,30264.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,104.0,40.0,65.199674,32.599837,30.0,308.0,109.4285714,135.6501101,18400.95238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.6666667,30.0,308.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,120.0,2.0,616.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,160.0,2.0,2.0,78.0,180.0,39.0,39.0,39.0,0.0,90.0,90.0,90.0,0.0,1612500.0,25000.0,53.33333333,87.17989065,154.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,12500.0,12500.0,39.0,90.0,59.4,27.93385043,780.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.25,39.0,90.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,2.0,180.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,8572805.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.799550439,0.46659174,2857601.667,4949506.944,8572800.0,1.0,8572805.0,2857601.667,4949506.944,8572800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.46659174,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,5.0,0.0,5.0,5.0,8572800.0,0.0,8572800.0,8572800.0,DDoS
56847,75555933.0,7.0,9.0,12976.0,56.0,7300.0,0.0,1853.714286,2492.678928,20.0,0.0,6.222222222,5.783117191,172.4814913,0.211763648,5037062.2,18100000.0,70400000.0,1.0,75600000.0,12600000.0,30000000.0,73800000.0,186.0,73800000.0,9228755.25,24700000.0,70400000.0,1.0,1.0,0.0,0.0,0.0,152.0,204.0,0.092646596,0.119117052,0.0,7300.0,847.4705882,1785.64096,3188513.64,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,900.4375,1853.714286,6.222222222,152.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12976.0,9.0,56.0,229.0,256.0,5.0,20.0,3431828.0,0.0,3431828.0,3431828.0,70400000.0,0.0,70400000.0,70400000.0,BENIGN
443,111250961.0,20.0,19.0,3632.0,3386.0,2277.0,0.0,181.6,530.7902153,1481.0,0.0,178.2105263,449.3995474,63.08260115,0.35055877,2927656.868,4617292.975,10200000.0,17.0,111000000.0,5853431.158,5109983.547,10200000.0,193.0,111000000.0,6178632.611,5064926.312,10300000.0,206.0,0.0,0.0,0.0,0.0,648.0,616.0,0.179773728,0.170785042,0.0,2277.0,175.45,480.9176565,231281.7923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,179.9487179,181.6,178.2105263,648.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3632.0,19.0,3386.0,29200.0,7832.0,4.0,32.0,51563.63636,51605.55161,207149.0,35517.0,10100000.0,387688.0188,10200000.0,8911789.0,BENIGN
80,99742722.0,8.0,6.0,344.0,11595.0,338.0,0.0,43.0,119.2164898,5792.0,0.0,1932.5,2181.008184,119.6979565,0.140361118,7672517.077,27300000.0,98600000.0,1.0,99600000.0,14200000.0,37200000.0,98600000.0,1.0,151482.0,30296.4,60018.48822,137113.0,46.0,0.0,0.0,0.0,0.0,260.0,200.0,0.080206353,0.060154765,0.0,5792.0,795.9333333,1621.352014,2628782.352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,852.7857143,43.0,1932.5,260.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,344.0,6.0,11595.0,251.0,235.0,2.0,20.0,191.0,0.0,191.0,191.0,98600000.0,0.0,98600000.0,98600000.0,DoS Hulk
53,60860.0,1.0,1.0,43.0,99.0,43.0,43.0,43.0,0.0,99.0,99.0,99.0,0.0,2333.223792,32.86230693,60860.0,0.0,60860.0,60860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,16.43115347,16.43115347,43.0,99.0,61.66666667,32.33161507,1045.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.5,43.0,99.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,1.0,99.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
49916,998688.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12.01576468,2.002627447,998688.0,0.0,998688.0,998688.0,998688.0,998688.0,0.0,998688.0,998688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.002627447,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,4972.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,84416090.0,9.0,6.0,1588.0,11595.0,397.0,0.0,176.4444444,209.2373718,4344.0,0.0,1932.5,1754.831473,156.1669108,0.177691243,6029720.714,22300000.0,83400000.0,1.0,84300000.0,10500000.0,29500000.0,83400000.0,1.0,995400.0,199080.0,372134.2929,856002.0,16.0,0.0,0.0,0.0,0.0,296.0,200.0,0.106614746,0.071076497,0.0,4344.0,823.9375,1355.80168,1838198.196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,878.8666667,176.4444444,1932.5,296.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1588.0,6.0,11595.0,251.0,235.0,4.0,32.0,10.0,0.0,10.0,10.0,83400000.0,0.0,83400000.0,83400000.0,DoS Hulk
80,84248269.0,7.0,6.0,394.0,11595.0,394.0,0.0,56.28571429,148.9180024,4344.0,0.0,1932.5,1977.812908,142.3055944,0.154305841,7020689.083,24300000.0,84100000.0,1.0,84100000.0,14000000.0,34300000.0,84100000.0,1.0,144615.0,28923.0,58033.23106,132329.0,55.0,0.0,0.0,0.0,0.0,232.0,200.0,0.083087761,0.07121808,0.0,4344.0,856.3571429,1565.356367,2450340.555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,922.2307692,56.28571429,1932.5,232.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,394.0,6.0,11595.0,251.0,235.0,1.0,32.0,6.0,0.0,6.0,6.0,84100000.0,0.0,84100000.0,84100000.0,DoS Hulk
80,98661238.0,14.0,14.0,432.0,1774.0,432.0,0.0,30.85714286,115.4568565,1774.0,0.0,126.7142857,474.1214432,22.35933832,0.283799399,3654119.926,4846557.202,10000000.0,4.0,90400000.0,6954916.0,4817741.837,10000000.0,144.0,98600000.0,7587535.385,4349622.499,10000000.0,627.0,0.0,0.0,0.0,0.0,456.0,464.0,0.141899699,0.141899699,0.0,1774.0,76.06896552,336.2552104,113067.5665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,78.78571429,30.85714286,126.7142857,456.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,432.0,14.0,1774.0,29200.0,939.0,1.0,32.0,26030.88889,8008.509497,47376.0,23099.0,10000000.0,9358.70244,10000000.0,9999234.0,BENIGN
